BytesProcessados,L_Barra_Janela,L_Barra_Acumulado,L_Barra_Teorico,H_0,H_1,SmoothedBPS,BitsNaJanela,ThresholdBPS,ResetFlag,ResetCount
4570000,3.2576,2.92577,2.92577,3.68428,3.21737,3.1775,16288,4.71475,0,0
4575000,3.2416,2.92611,2.92612,3.68428,3.21737,3.19673,16208,4.76624,0,0
4580000,3.2,2.92641,2.92642,3.68428,3.21737,3.19771,16000,4.79509,0,0
4585000,3.1936,2.92671,2.92671,3.68428,3.21737,3.19648,15968,4.79656,0,0
4590000,3.248,2.92706,2.92706,3.68428,3.21737,3.21193,16240,4.79471,0,0
4595000,3.312,2.92747,2.92748,3.68428,3.21737,3.24195,16560,4.8179,0,0
4600000,3.3744,2.92796,2.92796,3.68428,3.21737,3.28169,16872,4.86293,0,0
4605000,3.3152,2.92838,2.92838,3.68428,3.21737,3.29174,16576,4.92253,0,0
4610000,3.3792,2.92887,2.92887,3.68428,3.21737,3.31798,16896,4.93761,0,0
4615000,3.4544,2.92944,2.92944,3.68428,3.21737,3.35891,17272,4.97697,0,0
4620000,3.4448,2.93,2.93,3.68428,3.21737,3.38467,17224,5.03836,0,0
4625000,3.4656,2.93058,2.93058,3.68428,3.21737,3.40895,17328,5.07701,0,0
4630000,3.5008,2.93119,2.93119,3.68428,3.21737,3.43651,17504,5.11343,0,0
4635000,3.456,2.93176,2.93176,3.68428,3.21737,3.44235,17280,5.15476,0,0
4640000,3.4928,2.93236,2.93236,3.68428,3.21737,3.45749,17464,5.16353,0,0
4645000,3.568,2.93305,2.93305,3.68428,3.21737,3.49064,17840,5.18623,0,0
4650000,3.6512,2.93382,2.93382,3.68428,3.21737,3.53881,18256,5.23596,0,0
4655000,3.608,2.93454,2.93454,3.68428,3.21737,3.55957,18040,5.30821,0,0
4660000,3.6192,2.93528,2.93528,3.68428,3.21737,3.57746,18096,5.33935,0,0
4665000,3.4336,2.93581,2.93581,3.68428,3.21737,3.5343,17168,5.36618,0,0
4670000,2.9904,2.93587,2.93587,3.68428,3.21737,3.37113,14952,5.30145,0,0
4675000,2.9552,2.93589,2.93589,3.68428,3.21737,3.24635,14776,5.05669,0,0
4680000,2.5312,2.93546,2.93546,3.68428,3.21737,3.03181,12656,4.86953,0,0
4685000,2.3664,2.93485,2.93485,3.68428,3.21737,2.83218,11832,4.54771,0,0
4690000,2.2976,2.93417,2.93417,3.68428,3.21737,2.67181,11488,4.24828,0,0
4695000,2.3232,2.93352,2.93352,3.68428,3.21737,2.56723,11616,4.00771,0,0
4700000,2.2992,2.93285,2.93285,3.68428,3.21737,2.48682,11496,3.85084,0,0
4705000,2.2816,2.93215,2.93216,3.68428,3.21737,2.42525,11408,3.73023,0,0
4710000,2.192,2.93137,2.93137,3.68428,3.21737,2.35528,10960,3.63788,0,0
4715000,2.1776,2.93057,2.93057,3.68428,3.21737,2.30197,10888,3.53292,0,0
4720000,2.3632,2.92997,2.92997,3.68428,3.21737,2.32034,11816,3.45296,0,0
4725000,1.92,2.9289,2.9289,3.68428,3.21737,2.20024,9600,3.48051,0,0
4730000,0.744,2.92659,2.92659,3.68428,3.21737,1.76337,3720,3.30036,0,0
4735000,0.856,2.9244,2.9244,3.68428,3.21737,1.49116,4280,2.64505,0,0
4740000,2.0464,2.92348,2.92348,3.68428,3.21737,1.65773,10232,2.23674,0,0
4745000,2.1664,2.92268,2.92268,3.68428,3.21737,1.81033,10832,2.4866,0,0
4750000,2.336,2.92206,2.92206,3.68428,3.21737,1.96803,11680,2.7155,0,0
4755000,2.3552,2.92147,2.92147,3.68428,3.21737,2.08418,11776,2.95205,0,0
4760000,2.3104,2.92082,2.92082,3.68428,3.21737,2.15205,11552,3.12627,0,0
4765000,2.2464,2.92012,2.92012,3.68428,3.21737,2.18035,11232,3.22807,0,0
4770000,2.2448,2.91941,2.91941,3.68428,3.21737,2.19969,11224,3.27053,0,0
4775000,2.224,2.91868,2.91868,3.68428,3.21737,2.20698,11120,3.29953,0,0
4780000,2.2896,2.91802,2.91802,3.68428,3.21737,2.23177,11448,3.31047,0,0
4785000,2.2704,2.91735,2.91735,3.68428,3.21737,2.24336,11352,3.34765,0,0
4790000,2.2688,2.91667,2.91667,3.68428,3.21737,2.25099,11344,3.36504,0,0
4795000,2.3264,2.91605,2.91605,3.68428,3.21737,2.27361,11632,3.37648,0,0
4800000,2.608,2.91573,2.91573,3.68428,3.21737,2.37393,13040,3.41042,0,0
4805000,2.896,2.91571,2.91571,3.68428,3.21737,2.53055,14480,3.56089,0,0
4810000,2.976,2.91577,2.91577,3.68428,3.21737,2.66419,14880,3.79583,0,0
4815000,3.2352,2.91611,2.91611,3.68428,3.21737,2.83549,16176,3.99628,0,0
4820000,3.0928,2.91629,2.91629,3.68428,3.21737,2.91268,15464,4.25323,0,0
4825000,3.1648,2.91655,2.91655,3.68428,3.21737,2.98832,15824,4.36902,0,0
4830000,3.272,2.91691,2.91692,3.68428,3.21737,3.07342,16360,4.48248,0,0
4835000,3.0816,2.91708,2.91709,3.68428,3.21737,3.07588,15408,4.61013,0,0
4840000,3.0656,2.91724,2.91724,3.68428,3.21737,3.07279,15328,4.61381,0,0
4845000,3.2976,2.91763,2.91763,3.68428,3.21737,3.14024,16488,4.60919,0,0
4850000,3.4736,2.9182,2.9182,3.68428,3.21737,3.24024,17368,4.71035,0,0
4855000,3.5664,2.91887,2.91887,3.68428,3.21737,3.33809,17832,4.86037,0,0
4860000,3.6704,2.91964,2.91965,3.68428,3.21737,3.43778,18352,5.00714,0,0
4865000,3.7184,2.92047,2.92047,3.68428,3.21737,3.52197,18592,5.15668,0,0
4870000,3.6864,2.92125,2.92125,3.68428,3.21737,3.5713,18432,5.28295,0,0
4875000,3.5904,2.92194,2.92194,3.68428,3.21737,3.57703,17952,5.35695,0,0
4880000,3.576,2.92261,2.92261,3.68428,3.21737,3.57672,17880,5.36554,0,0
4885000,3.4464,2.92314,2.92315,3.68428,3.21737,3.53762,17232,5.36508,0,0
4890000,3.3664,2.9236,2.9236,3.68428,3.21737,3.48626,16832,5.30644,0,0
4895000,3.3504,2.92403,2.92403,3.68428,3.21737,3.4455,16752,5.22939,0,0
4900000,3.3152,2.92443,2.92444,3.68428,3.21737,3.40641,16576,5.16825,0,0
4905000,3.312,2.92483,2.92483,3.68428,3.21737,3.37809,16560,5.10961,0,0
4910000,3.3904,2.9253,2.9253,3.68428,3.21737,3.38178,16952,5.06713,0,0
4915000,3.4208,2.92581,2.92581,3.68428,3.21737,3.39349,17104,5.07267,0,0
4920000,3.384,2.92627,2.92627,3.68428,3.21737,3.39064,16920,5.09023,0,0
4925000,3.3072,2.92666,2.92666,3.68428,3.21737,3.36561,16536,5.08596,0,0
4930000,3.3296,2.92707,2.92707,3.68428,3.21737,3.35481,16648,5.04841,0,0
4935000,3.3328,2.92748,2.92748,3.68428,3.21737,3.3482,16664,5.03221,0,0
4940000,3.3456,2.9279,2.9279,3.68428,3.21737,3.34742,16728,5.02231,0,0
4945000,3.3712,2.92835,2.92835,3.68428,3.21737,3.35456,16856,5.02113,0,0
4950000,3.4544,2.92888,2.92888,3.68428,3.21737,3.38451,17272,5.03183,0,0
4955000,3.5296,2.92949,2.92949,3.68428,3.21737,3.42804,17648,5.07676,0,0
4960000,3.4672,2.93003,2.93003,3.68428,3.21737,3.43979,17336,5.14205,0,0
4965000,3.3696,2.93047,2.93047,3.68428,3.21737,3.41873,16848,5.15968,0,0
4970000,3.336,2.93088,2.93088,3.68428,3.21737,3.39391,16680,5.12809,0,0
4975000,3.3024,2.93125,2.93125,3.68428,3.21737,3.36646,16512,5.09087,0,0
4980000,3.3152,2.93164,2.93164,3.68428,3.21737,3.35108,16576,5.04969,0,0
4985000,3.32,2.93203,2.93203,3.68428,3.21737,3.34176,16600,5.02662,0,0
4990000,3.3248,2.93242,2.93242,3.68428,3.21737,3.33667,16624,5.01263,0,0
4995000,3.3248,2.93281,2.93282,3.68428,3.21737,3.33311,16624,5.005,0,0
5000000,3.3312,2.93321,2.93321,3.68428,3.21737,3.33254,16656,4.99966,0,0
5005000,3.2736,2.93355,2.93355,3.68428,3.21737,3.31486,16368,4.9988,0,0
5010000,3.2224,2.93384,2.93384,3.68428,3.21737,3.28712,16112,4.97228,0,0
5015000,3.2352,2.93414,2.93414,3.68428,3.21737,3.27154,16176,4.93068,0,0
5020000,3.2416,2.93445,2.93445,3.68428,3.21737,3.26256,16208,4.90731,0,0
5025000,3.224,2.93474,2.93474,3.68428,3.21737,3.25099,16120,4.89384,0,0
5030000,3.2144,2.93501,2.93502,3.68428,3.21737,3.24001,16072,4.87649,0,0
5035000,3.1344,2.93521,2.93521,3.68428,3.21737,3.20833,15672,4.86002,0,0
5040000,3.2128,2.93549,2.93549,3.68428,3.21737,3.20967,16064,4.8125,0,0
5045000,3.2976,2.93585,2.93585,3.68428,3.21737,3.23605,16488,4.81451,0,0
5050000,3.2736,2.93618,2.93618,3.68428,3.21737,3.24731,16368,4.85407,0,0
5055000,3.1824,2.93642,2.93642,3.68428,3.21737,3.22784,15912,4.87097,0,0
5060000,3.2096,2.93669,2.93669,3.68428,3.21737,3.22237,16048,4.84176,0,0
5065000,3.2928,2.93705,2.93705,3.68428,3.21737,3.2435,16464,4.83355,0,0
5070000,3.3744,2.93748,2.93748,3.68428,3.21737,3.28277,16872,4.86525,0,0
5075000,3.3248,2.93786,2.93786,3.68428,3.21737,3.29538,16624,4.92415,0,0
5080000,3.3056,2.93822,2.93822,3.68428,3.21737,3.29844,16528,4.94307,0,0
5085000,3.28,2.93856,2.93856,3.68428,3.21737,3.29291,16400,4.94767,0,0
5090000,3.2832,2.9389,2.9389,3.68428,3.21737,3.29,16416,4.93937,0,0
5095000,3.264,2.93921,2.93922,3.68428,3.21737,3.2822,16320,4.935,0,0
5100000,3.3424,2.93961,2.93961,3.68428,3.21737,3.30026,16712,4.9233,0,0
5105000,3.3616,2.94002,2.94002,3.68428,3.21737,3.31866,16808,4.95039,0,0
5110000,3.3536,2.94043,2.94043,3.68428,3.21737,3.32914,16768,4.97799,0,0
5115000,3.3232,2.9408,2.9408,3.68428,3.21737,3.32736,16616,4.99371,0,0
5120000,3.2896,2.94114,2.94114,3.68428,3.21737,3.31603,16448,4.99104,0,0
5125000,3.3296,2.94152,2.94152,3.68428,3.21737,3.3201,16648,4.97405,0,0
5130000,3.3456,2.94192,2.94192,3.68428,3.21737,3.32775,16728,4.98015,0,0
5135000,3.3392,2.9423,2.9423,3.68428,3.21737,3.33119,16696,4.99163,0,0
5140000,3.3264,2.94268,2.94268,3.68428,3.21737,3.32975,16632,4.99678,0,0
5145000,3.4112,2.94313,2.94313,3.68428,3.21737,3.35419,17056,4.99463,0,0
5150000,3.5584,2.94373,2.94373,3.68428,3.21737,3.41545,17792,5.03128,0,0
5155000,3.488,2.94426,2.94426,3.68428,3.21737,3.43721,17440,5.12317,0,0
5160000,3.5136,2.94481,2.94481,3.68428,3.21737,3.46013,17568,5.15582,0,0
5165000,3.6608,2.9455,2.9455,3.68428,3.21737,3.52033,18304,5.1902,0,0
5170000,3.7648,2.94629,2.94629,3.68428,3.21737,3.59367,18824,5.2805,0,0
5175000,3.5584,2.94688,2.94689,3.68428,3.21737,3.58309,17792,5.39051,0,0
5180000,3.4384,2.94736,2.94736,3.68428,3.21737,3.53968,17192,5.37464,0,0
5185000,3.4416,2.94784,2.94784,3.68428,3.21737,3.51026,17208,5.30952,0,0
5190000,3.3824,2.94825,2.94825,3.68428,3.21737,3.4719,16912,5.26539,0,0
5195000,3.072,2.94837,2.94837,3.68428,3.21737,3.35193,15360,5.20785,0,0
5200000,2.9344,2.94836,2.94836,3.68428,3.21737,3.22667,14672,5.0279,0,0
5205000,2.7616,2.94818,2.94818,3.68428,3.21737,3.08715,13808,4.84001,0,0
5210000,2.4128,2.94767,2.94767,3.68428,3.21737,2.88484,12064,4.63072,0,0
5215000,2.3728,2.94712,2.94712,3.68428,3.21737,2.73123,11864,4.32727,0,0
5220000,2.312,2.94651,2.94651,3.68428,3.21737,2.60546,11560,4.09685,0,0
5225000,2.2752,2.94586,2.94587,3.68428,3.21737,2.50638,11376,3.90819,0,0
5230000,2.2416,2.94519,2.94519,3.68428,3.21737,2.42695,11208,3.75958,0,0
5235000,2.1968,2.94448,2.94448,3.68428,3.21737,2.3579,10984,3.64042,0,0
5240000,2.1808,2.94375,2.94375,3.68428,3.21737,2.30477,10904,3.53686,0,0
5245000,2.3632,2.94319,2.9432,3.68428,3.21737,2.3223,11816,3.45716,0,0
5250000,1.736,2.94204,2.94205,3.68428,3.21737,2.14641,8680,3.48345,0,0
5255000,0.688,2.9399,2.9399,3.68428,3.21737,1.70889,3440,3.21962,0,0
5260000,1.1296,2.93818,2.93818,3.68428,3.21737,1.5351,5648,2.56333,0,0
5265000,1.9696,2.93726,2.93726,3.68428,3.21737,1.66545,9848,2.30265,0,0
5270000,2.1504,2.93651,2.93651,3.68428,3.21737,1.81094,10752,2.49818,0,0
5275000,2.3184,2.93593,2.93593,3.68428,3.21737,1.96317,11592,2.7164,0,0
5280000,2.3296,2.93535,2.93535,3.68428,3.21737,2.0731,11648,2.94476,0,0
5285000,2.336,2.93479,2.93479,3.68428,3.21737,2.15197,11680,3.10965,0,0
5290000,2.272,2.93416,2.93416,3.68428,3.21737,2.18798,11360,3.22796,0,0
5295000,2.2912,2.93355,2.93355,3.68428,3.21737,2.21895,11456,3.28197,0,0
5300000,2.2592,2.93292,2.93292,3.68428,3.21737,2.23102,11296,3.32842,0,0
5305000,2.2448,2.93227,2.93227,3.68428,3.21737,2.23516,11224,3.34653,0,0
5310000,2.2576,2.93163,2.93163,3.68428,3.21737,2.24189,11288,3.35273,0,0
5315000,2.2288,2.93097,2.93097,3.68428,3.21737,2.23796,11144,3.36283,0,0
5320000,2.2576,2.93034,2.93034,3.68428,3.21737,2.24385,11288,3.35694,0,0
5325000,2.7376,2.93016,2.93016,3.68428,3.21737,2.39198,13688,3.36578,0,0
5330000,3.032,2.93025,2.93025,3.68428,3.21737,2.58398,15160,3.58797,0,0
5335000,3.1168,2.93043,2.93043,3.68428,3.21737,2.74383,15584,3.87598,0,0
5340000,3.3008,2.93077,2.93077,3.68428,3.21737,2.91092,16504,4.11574,0,0
5345000,3.1984,2.93102,2.93103,3.68428,3.21737,2.99716,15992,4.36638,0,0
5350000,3.3392,2.93141,2.93141,3.68428,3.21737,3.09977,16696,4.49575,0,0
5355000,3.5184,2.93195,2.93195,3.68428,3.21737,3.22536,17592,4.64966,0,0
5360000,3.5072,2.93249,2.93249,3.68428,3.21737,3.30991,17536,4.83804,0,0
5365000,3.6064,2.93312,2.93312,3.68428,3.21737,3.39886,18032,4.96487,0,0
5370000,3.7264,2.93386,2.93386,3.68428,3.21737,3.49712,18632,5.09829,0,0
5375000,3.9808,2.93483,2.93483,3.68428,3.21737,3.64223,19904,5.24568,0,0
5380000,4.1536,2.93596,2.93597,3.68428,3.21737,3.79564,20768,5.46334,0,0
5385000,4.168,2.93711,2.93711,3.68428,3.21737,3.90735,20840,5.69346,0,0
5390000,4.2656,2.93834,2.93834,3.68428,3.21737,4.01482,21328,5.86102,0,0
5395000,4.0832,2.9394,2.9394,3.68428,3.21737,4.03534,20416,6.02223,0,0
5400000,3.7808,2.94018,2.94018,3.68428,3.21737,3.95897,18904,6.053,0,0
5405000,3.6272,2.94082,2.94082,3.68428,3.21737,3.85944,18136,5.93846,0,0
5410000,3.5408,2.94137,2.94137,3.68428,3.21737,3.76385,17704,5.78916,0,0
5415000,3.5728,2.94195,2.94195,3.68428,3.21737,3.70653,17864,5.64577,0,0
5420000,3.5936,2.94255,2.94256,3.68428,3.21737,3.67265,17968,5.5598,0,0
5425000,3.584,2.94315,2.94315,3.68428,3.21737,3.64606,17920,5.50898,0,0
5430000,3.5552,2.94371,2.94371,3.68428,3.21737,3.6188,17776,5.46909,0,0
5435000,3.4848,2.94421,2.94421,3.68428,3.21737,3.5786,17424,5.4282,0,0
5440000,3.488,2.94471,2.94471,3.68428,3.21737,3.55142,17440,5.3679,0,0
5445000,3.4976,2.94522,2.94522,3.68428,3.21737,3.53527,17488,5.32713,0,0
5450000,3.4256,2.94566,2.94566,3.68428,3.21737,3.50237,17128,5.30291,0,0
5455000,3.3968,2.94607,2.94607,3.68428,3.21737,3.4707,16984,5.25356,0,0
5460000,3.4528,2.94653,2.94653,3.68428,3.21737,3.46533,17264,5.20605,0,0
5465000,3.5568,2.94709,2.94709,3.68428,3.21737,3.49277,17784,5.198,0,0
5470000,3.5568,2.94765,2.94765,3.68428,3.21737,3.51198,17784,5.23916,0,0
5475000,3.4416,2.9481,2.9481,3.68428,3.21737,3.49087,17208,5.26797,0,0
5480000,3.3152,2.94844,2.94844,3.68428,3.21737,3.43817,16576,5.2363,0,0
5485000,3.3008,2.94876,2.94876,3.68428,3.21737,3.39696,16504,5.15725,0,0
5490000,3.368,2.94914,2.94914,3.68428,3.21737,3.38827,16840,5.09543,0,0
5495000,3.4416,2.94959,2.94959,3.68428,3.21737,3.40427,17208,5.0824,0,0
5500000,3.4016,2.95,2.95,3.68428,3.21737,3.40347,17008,5.1064,0,0
5505000,3.3536,2.95036,2.95036,3.68428,3.21737,3.38851,16768,5.1052,0,0
5510000,3.4192,2.95079,2.95079,3.68428,3.21737,3.39772,17096,5.08276,0,0
5515000,3.2992,2.9511,2.95111,3.68428,3.21737,3.36816,16496,5.09657,0,0
5520000,3.1552,2.95129,2.95129,3.68428,3.21737,3.30427,15776,5.05224,0,0
5525000,3.1504,2.95147,2.95147,3.68428,3.21737,3.25811,15752,4.95641,0,0
5530000,3.1488,2.95165,2.95165,3.68428,3.21737,3.22532,15744,4.88717,0,0
5535000,3.1696,2.95185,2.95185,3.68428,3.21737,3.2086,15848,4.83798,0,0
5540000,3.12,2.952,2.952,3.68428,3.21737,3.18202,15600,4.8129,0,0
5545000,3.0064,2.95205,2.95205,3.68428,3.21737,3.12934,15032,4.77303,0,0
5550000,3.0752,2.95216,2.95216,3.68428,3.21737,3.11309,15376,4.694,0,0
5555000,3.0896,2.95228,2.95228,3.68428,3.21737,3.10605,15448,4.66964,0,0
5560000,3.08,2.9524,2.9524,3.68428,3.21737,3.09823,15400,4.65907,0,0
5565000,3.04,2.95247,2.95248,3.68428,3.21737,3.08076,15200,4.64735,0,0
5570000,3.1552,2.95266,2.95266,3.68428,3.21737,3.10309,15776,4.62114,0,0
5575000,3.224,2.9529,2.9529,3.68428,3.21737,3.13937,16120,4.65464,0,0
5580000,3.2992,2.95321,2.95321,3.68428,3.21737,3.18732,16496,4.70905,0,0
5585000,3.3216,2.95354,2.95354,3.68428,3.21737,3.2276,16608,4.78097,0,0
5590000,3.2688,2.95382,2.95382,3.68428,3.21737,3.23996,16344,4.8414,0,0
5595000,3.3904,2.95421,2.95421,3.68428,3.21737,3.28509,16952,4.85994,0,0
5600000,3.4304,2.95464,2.95464,3.68428,3.21737,3.32868,17152,4.92764,0,0
5605000,3.3568,2.955,2.955,3.68428,3.21737,3.33712,16784,4.99303,0,0
5610000,3.4256,2.95542,2.95542,3.68428,3.21737,3.36366,17128,5.00568,0,0
5615000,3.3696,2.95578,2.95578,3.68428,3.21737,3.36544,16848,5.0455,0,0
5620000,3.3264,2.95611,2.95612,3.68428,3.21737,3.35373,16632,5.04817,0,0
5625000,3.3472,2.95646,2.95646,3.68428,3.21737,3.35177,16736,5.0306,0,0
5630000,3.3312,2.95679,2.9568,3.68428,3.21737,3.3456,16656,5.02766,0,0
5635000,3.416,2.9572,2.9572,3.68428,3.21737,3.36672,17080,5.0184,0,0
5640000,3.352,2.95755,2.95755,3.68428,3.21737,3.3623,16760,5.05008,0,0
5645000,3.3024,2.95786,2.95786,3.68428,3.21737,3.34433,16512,5.04346,0,0
5650000,3.1984,2.95807,2.95807,3.68428,3.21737,3.30055,15992,5.0165,0,0
5655000,3.2672,2.95834,2.95835,3.68428,3.21737,3.29055,16336,4.95083,0,0
5660000,3.3184,2.95866,2.95866,3.68428,3.21737,3.2989,16592,4.93582,0,0
5665000,3.336,2.95899,2.959,3.68428,3.21737,3.31003,16680,4.94835,0,0
5670000,3.3408,2.95933,2.95933,3.68428,3.21737,3.31926,16704,4.96505,0,0
5675000,3.4768,2.95979,2.95979,3.68428,3.21737,3.36652,17384,4.97889,0,0
5680000,3.5648,2.96032,2.96032,3.68428,3.21737,3.42601,17824,5.04979,0,0
5685000,3.5488,2.96084,2.96084,3.68428,3.21737,3.46284,17744,5.13901,0,0
5690000,3.5296,2.96134,2.96134,3.68428,3.21737,3.48287,17648,5.19427,0,0
5695000,3.512,2.96182,2.96182,3.68428,3.21737,3.49161,17560,5.22431,0,0
5700000,3.4816,2.96228,2.96228,3.68428,3.21737,3.48861,17408,5.23741,0,0
5705000,3.3408,2.96261,2.96261,3.68428,3.21737,3.44426,16704,5.23291,0,0
5710000,3.3872,2.96298,2.96298,3.68428,3.21737,3.42715,16936,5.1664,0,0
5715000,3.4,2.96336,2.96336,3.68428,3.21737,3.419,17000,5.14072,0,0
5720000,3.3072,2.96366,2.96366,3.68428,3.21737,3.38546,16536,5.1285,0,0
5725000,3,2.96369,2.96369,3.68428,3.21737,3.26982,15000,5.07819,0,0
5730000,2.848,2.96359,2.9636,3.68428,3.21737,3.14328,14240,4.90473,0,0
5735000,2.392,2.9631,2.9631,3.68428,3.21737,2.91789,11960,4.71491,0,0
5740000,2.3376,2.96255,2.96255,3.68428,3.21737,2.74381,11688,4.37684,0,0
5745000,2.3264,2.962,2.962,3.68428,3.21737,2.61858,11632,4.11571,0,0
5750000,2.3264,2.96144,2.96145,3.68428,3.21737,2.53093,11632,3.92788,0,0
5755000,2.2656,2.96084,2.96084,3.68428,3.21737,2.45133,11328,3.79639,0,0
5760000,2.2112,2.96019,2.96019,3.68428,3.21737,2.37929,11056,3.67699,0,0
5765000,2.24,2.95956,2.95957,3.68428,3.21737,2.3375,11200,3.56894,0,0
5770000,2.4928,2.95916,2.95916,3.68428,3.21737,2.38409,12464,3.50626,0,0
5775000,1.5888,2.95797,2.95797,3.68428,3.21737,2.1455,7944,3.57614,0,0
5780000,0.6784,2.956,2.956,3.68428,3.21737,1.70537,3392,3.21826,0,0
5785000,1.3376,2.9546,2.9546,3.68428,3.21737,1.59504,6688,2.55806,0,0
5790000,2.0416,2.95381,2.95381,3.68428,3.21737,1.72901,10208,2.39256,0,0
5795000,2.1936,2.95316,2.95316,3.68428,3.21737,1.86839,10968,2.59351,0,0
5800000,2.376,2.95266,2.95266,3.68428,3.21737,2.02067,11880,2.80258,0,0
5805000,2.4336,2.95221,2.95221,3.68428,3.21737,2.14455,12168,3.03101,0,0
5810000,2.3712,2.95171,2.95171,3.68428,3.21737,2.21254,11856,3.21682,0,0
5815000,2.336,2.95118,2.95119,3.68428,3.21737,2.24958,11680,3.31882,0,0
5820000,2.2688,2.9506,2.9506,3.68428,3.21737,2.25535,11344,3.37437,0,0
5825000,2.2464,2.94999,2.94999,3.68428,3.21737,2.25266,11232,3.38302,0,0
5830000,2.2304,2.94938,2.94938,3.68428,3.21737,2.24598,11152,3.37899,0,0
5835000,2.2448,2.94877,2.94877,3.68428,3.21737,2.24563,11224,3.36898,0,0
5840000,2.2384,2.94816,2.94817,3.68428,3.21737,2.24346,11192,3.36844,0,0
5845000,2.2496,2.94757,2.94757,3.68428,3.21737,2.2453,11248,3.36519,0,0
5850000,2.4608,2.94715,2.94715,3.68428,3.21737,2.30995,12304,3.36795,0,0
5855000,2.656,2.9469,2.9469,3.68428,3.21737,2.41377,13280,3.46493,0,0
5860000,2.7824,2.94676,2.94676,3.68428,3.21737,2.52436,13912,3.62065,0,0
5865000,2.8864,2.94671,2.94671,3.68428,3.21737,2.63297,14432,3.78653,0,0
5870000,3.0224,2.94677,2.94678,3.68428,3.21737,2.7498,15112,3.94945,0,0
5875000,3.1744,2.94697,2.94697,3.68428,3.21737,2.87718,15872,4.1247,0,0
5880000,3.76,2.94766,2.94766,3.68428,3.21737,3.14203,18800,4.31577,0,0
5885000,3.992,2.94855,2.94855,3.68428,3.21737,3.39702,19960,4.71304,0,0
5890000,4.136,2.94956,2.94956,3.68428,3.21737,3.61871,20680,5.09553,0,0
5895000,4.2048,2.95062,2.95062,3.68428,3.21737,3.79454,21024,5.42807,0,0
5900000,4.0864,2.95158,2.95158,3.68428,3.21737,3.8821,20432,5.69181,0,0
5905000,3.9536,2.95243,2.95243,3.68428,3.21737,3.90355,19768,5.82315,0,0
5910000,3.832,2.95317,2.95318,3.68428,3.21737,3.88208,19160,5.85532,0,0
5915000,3.8256,2.95391,2.95391,3.68428,3.21737,3.86514,19128,5.82313,0,0
5920000,3.9872,2.95479,2.95479,3.68428,3.21737,3.90176,19936,5.79771,0,0
5925000,4.3088,2.95593,2.95593,3.68428,3.21737,4.02387,21544,5.85264,0,0
5930000,4.4336,2.95717,2.95717,3.68428,3.21737,4.14679,22168,6.0358,0,0
5935000,4.3744,2.95837,2.95837,3.68428,3.21737,4.21507,21872,6.22018,0,0
5940000,4.2656,2.95947,2.95947,3.68428,3.21737,4.23023,21328,6.32261,0,0
5945000,4.0224,2.96036,2.96036,3.68428,3.21737,4.16788,20112,6.34535,0,0
5950000,3.7552,2.96103,2.96103,3.68428,3.21737,4.04408,18776,6.25182,0,0
5955000,3.7872,2.96172,2.96173,3.68428,3.21737,3.96701,18936,6.06612,0,0
5960000,3.7968,2.96242,2.96242,3.68428,3.21737,3.91595,18984,5.95052,0,0
5965000,3.7488,2.96308,2.96308,3.68428,3.21737,3.8658,18744,5.87392,0,0
5970000,3.68,2.96368,2.96368,3.68428,3.21737,3.81006,18400,5.79871,0,0
5975000,3.6624,2.96427,2.96427,3.68428,3.21737,3.76576,18312,5.7151,0,0
5980000,3.688,2.96487,2.96487,3.68428,3.21737,3.74244,18440,5.64865,0,0
5985000,3.6272,2.96543,2.96543,3.68428,3.21737,3.70786,18136,5.61365,0,0
5990000,3.5408,2.96591,2.96591,3.68428,3.21737,3.65775,17704,5.5618,0,0
5995000,3.5824,2.96642,2.96642,3.68428,3.21737,3.63514,17912,5.48662,0,0
6000000,3.6656,2.967,2.96701,3.68428,3.21737,3.64428,18328,5.45271,0,0
6005000,3.6352,2.96756,2.96756,3.68428,3.21737,3.64156,18176,5.46642,0,0
6010000,3.6272,2.96811,2.96811,3.68428,3.21737,3.63725,18136,5.46233,0,0
6015000,3.6432,2.96867,2.96867,3.68428,3.21737,3.63903,18216,5.45587,0,0
6020000,3.7296,2.9693,2.9693,3.68428,3.21737,3.6662,18648,5.45855,0,0
6025000,3.6592,2.96987,2.96988,3.68428,3.21737,3.6641,18296,5.49931,0,0
6030000,3.5872,2.97039,2.97039,3.68428,3.21737,3.64103,17936,5.49615,0,0
6035000,3.4928,2.97082,2.97082,3.68428,3.21737,3.59656,17464,5.46155,0,0
6040000,3.496,2.97125,2.97126,3.68428,3.21737,3.56639,17480,5.39484,0,0
6045000,3.4816,2.97168,2.97168,3.68428,3.21737,3.54096,17408,5.34959,0,0
6050000,3.4144,2.97204,2.97204,3.68428,3.21737,3.50299,17072,5.31143,0,0
6055000,3.3904,2.97239,2.97239,3.68428,3.21737,3.46921,16952,5.25448,0,0
6060000,3.3616,2.97271,2.97271,3.68428,3.21737,3.43693,16808,5.20382,0,0
6065000,3.4096,2.97307,2.97307,3.68428,3.21737,3.42873,17048,5.15539,0,0
6070000,3.4064,2.97343,2.97343,3.68428,3.21737,3.42203,17032,5.14309,0,0
6075000,3.3328,2.97372,2.97372,3.68428,3.21737,3.39526,16664,5.13305,0,0
6080000,3.3808,2.97406,2.97406,3.68428,3.21737,3.39092,16904,5.09289,0,0
6085000,3.384,2.97439,2.97439,3.68428,3.21737,3.38885,16920,5.08638,0,0
